Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,year
530,Markieff Morris,35,2TM,PF,10,0,6.1,0.8,3.2,.250,0.5,2.0,.250,0.3,1.2,.250,.328,0.2,0.2,1.000,0.0,0.9,0.9,0.7,0.1,0.1,0.3,0.5,2.3,,2025
531,Markieff Morris,35,DAL,PF,7,0,5.9,0.7,3.1,.227,0.3,1.9,.154,0.4,1.3,.333,.273,0.0,0.0,,0.0,1.1,1.1,0.6,0.1,0.1,0.3,0.3,1.7,,2025
532,Markieff Morris,35,LAL,PF,3,0,6.7,1.0,3.3,.300,1.0,2.3,.429,0.0,1.0,.000,.450,0.7,0.7,1.000,0.0,0.3,0.3,1.0,0.0,0.0,0.3,1.0,3.7,,2025
533,Vlatko Čančar,27,DEN,PF,4,0,8.5,1.0,1.8,.571,0.3,0.5,.500,0.8,1.3,.600,.643,0.0,0.0,,0.8,1.3,2.0,0.0,0.0,0.3,0.5,1.0,2.3,,2025
534,Lester Quiñones,24,PHI,SG,4,0,4.3,1.0,2.0,.500,0.0,0.8,.000,1.0,1.3,.800,.500,0.3,0.3,1.000,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3,,2025
535,Duop Reath,28,POR,C,26,0,5.3,0.8,2.0,.385,0.5,1.4,.333,0.3,0.6,.500,.500,0.3,0.4,.800,0.3,0.5,0.8,0.2,0.0,0.1,0.2,0.6,2.3,,2025
536,Dillon Jones,23,OKC,SF,35,0,9.2,0.8,2.4,.333,0.3,1.3,.200,0.5,1.1,.487,.387,0.3,0.6,.550,0.7,1.4,2.1,1.0,0.2,0.1,0.4,1.0,2.2,,2025
537,Kai Jones,24,LAC,C,28,0,7.4,0.9,1.3,.722,0.0,0.1,.000,0.9,1.2,.765,.722,0.3,0.4,.750,0.5,1.1,1.6,0.4,0.2,0.5,0.4,0.8,2.2,,2025
538,Christian Koloko,24,LAL,C,29,0,8.5,1.0,1.5,.651,0.0,0.1,.000,1.0,1.4,.683,.651,0.2,0.3,.875,1.0,1.2,2.2,0.4,0.2,0.3,0.2,1.1,2.2,,2025
539,Hunter Tyson,24,DEN,PF,39,0,7.7,0.7,1.8,.375,0.4,1.2,.319,0.3,0.6,.480,.479,0.4,0.6,.696,0.3,1.2,1.5,0.4,0.1,0.1,0.3,0.9,2.2,,2025
540,Patrick Baldwin Jr.,22,WAS,SF,22,0,4.6,0.8,1.5,.515,0.5,1.0,.524,0.3,0.5,.500,.682,0.1,0.2,.500,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.2,2.1,,2025
541,Chris Duarte,27,CHI,SG,17,0,4.4,0.7,1.5,.462,0.4,0.9,.400,0.4,0.6,.545,.577,0.4,0.5,.750,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1,,2025
542,Kessler Edwards,24,DAL,SF,26,6,11.2,0.8,2.0,.415,0.3,0.9,.292,0.6,1.1,.517,.481,0.1,0.1,1.000,0.4,1.7,2.1,0.9,0.4,0.4,0.3,1.0,2.1,,2025
543,Pete Nance,24,PHI,C,7,0,9.7,0.7,2.1,.333,0.6,1.7,.333,0.1,0.4,.333,.467,0.1,0.3,.500,0.3,1.1,1.4,0.4,0.1,0.0,0.0,1.4,2.1,,2025
544,Reece Beekman,23,2TM,PG,22,0,10.1,0.8,2.3,.353,0.2,0.9,.211,0.6,1.5,.438,.392,0.2,0.4,.556,0.2,0.5,0.7,1.4,0.6,0.1,0.5,0.6,2.0,,2025
545,Reece Beekman,23,GSW,PG,2,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,,2025
546,Reece Beekman,23,BRK,PG,20,0,10.9,0.9,2.5,.340,0.2,1.0,.211,0.7,1.6,.419,.380,0.3,0.5,.556,0.2,0.5,0.7,1.5,0.6,0.1,0.6,0.7,2.2,,2025
547,MarJon Beauchamp,24,2TM,SF,28,0,4.5,0.7,1.8,.388,0.3,0.8,.348,0.4,0.9,.423,.469,0.3,0.4,.750,0.3,0.9,1.1,0.3,0.1,0.0,0.5,0.4,2.0,,2025
548,MarJon Beauchamp,24,MIL,SF,26,0,4.7,0.7,1.8,.383,0.3,0.8,.333,0.4,1.0,.423,.457,0.3,0.5,.750,0.3,1.0,1.2,0.3,0.1,0.0,0.5,0.4,2.0,,2025
549,MarJon Beauchamp,24,LAC,SF,2,0,2.5,0.5,1.0,.500,0.5,1.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,,2025
550,Keion Brooks Jr.,24,NOP,SF,2,0,5.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,1.0,2.0,.500,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,2.0,,2025
551,Jalen Hood-Schifino,21,LAL,SG,2,0,7.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,,2025
552,Cory Joseph,33,ORL,PG,31,0,7.3,0.7,2.0,.361,0.5,1.4,.357,0.2,0.6,.368,.484,0.1,0.1,.500,0.2,0.5,0.7,0.8,0.4,0.1,0.4,0.6,2.0,,2025
553,Alex Reese,25,OKC,PF,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,2025
554,Adama Sanogo,22,CHI,C,4,0,5.3,1.0,1.8,.571,0.0,0.0,,1.0,1.8,.571,.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0,,2025
555,Jordan McLaughlin,28,2TM,PG,29,0,6.6,0.6,1.5,.364,0.3,0.9,.385,0.2,0.6,.333,.477,0.4,0.6,.688,0.1,0.6,0.7,0.8,0.4,0.0,0.4,0.4,1.8,,2025
556,Jordan McLaughlin,28,SAC,PG,28,0,6.8,0.6,1.6,.364,0.4,0.9,.385,0.2,0.6,.333,.477,0.4,0.6,.688,0.1,0.6,0.8,0.9,0.4,0.0,0.4,0.5,1.9,,2025
557,Jordan McLaughlin,28,SAS,PG,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025
558,Cam Christie,19,LAC,SG,6,0,5.2,0.7,2.0,.333,0.3,1.3,.250,0.3,0.7,.500,.417,0.2,0.3,.500,0.2,0.8,1.0,0.3,0.3,0.0,0.3,0.3,1.8,,2025
559,Johnny Furphy,20,IND,SG,34,0,7.1,0.6,1.7,.368,0.3,0.9,.344,0.3,0.7,.400,.465,0.3,0.3,1.000,0.5,0.7,1.2,0.3,0.3,0.2,0.3,0.7,1.8,,2025
560,Anthony Gill,32,WAS,PF,37,0,5.6,0.6,1.2,.500,0.1,0.4,.333,0.5,0.8,.586,.557,0.5,0.8,.607,0.2,0.6,0.8,0.2,0.2,0.1,0.2,0.5,1.8,,2025
561,Tyler Kolek,23,NYK,PG,29,0,5.1,0.6,1.6,.383,0.4,1.0,.393,0.2,0.7,.368,.500,0.2,0.2,1.000,0.1,0.4,0.5,0.8,0.2,0.0,0.3,0.4,1.8,,2025
562,Leonard Miller,21,MIN,SF,8,0,2.8,0.4,1.5,.250,0.0,0.6,.000,0.4,0.9,.429,.250,1.0,1.0,1.000,0.4,0.9,1.3,0.0,0.1,0.1,0.3,0.3,1.8,,2025
563,Enrique Freeman,24,IND,PF,19,1,7.3,0.6,1.3,.480,0.1,0.3,.167,0.6,1.0,.579,.500,0.4,0.7,.538,0.3,0.7,1.0,0.4,0.1,0.1,0.3,0.9,1.7,,2025
564,Jaden Springer,22,BOS,SG,26,0,5.4,0.5,1.3,.353,0.2,0.7,.316,0.2,0.6,.400,.441,0.6,0.8,.714,0.2,0.8,0.9,0.4,0.5,0.0,0.2,0.7,1.7,,2025
565,Tristan Thompson,33,CLE,C,28,0,7.8,0.8,1.7,.438,0.0,0.1,.000,0.8,1.6,.467,.438,0.2,0.8,.227,0.7,2.3,3.0,0.7,0.0,0.3,0.4,0.9,1.7,,2025
566,Keshad Johnson,23,MIA,SF,10,0,5.7,0.7,1.2,.583,0.1,0.4,.250,0.6,0.8,.750,.625,0.1,0.6,.167,0.2,1.5,1.7,0.3,0.1,0.4,0.3,0.5,1.6,,2025
567,Bryce McGowens,22,POR,SG,8,0,2.6,0.5,0.9,.571,0.0,0.3,.000,0.5,0.6,.800,.571,0.6,0.8,.833,0.1,0.0,0.1,0.1,0.1,0.0,0.4,0.3,1.6,,2025
568,Jericho Sims,26,NYK,C,39,5,10.8,0.7,1.2,.609,0.0,0.0,,0.7,1.2,.609,.609,0.2,0.3,.615,1.3,2.0,3.3,0.6,0.2,0.3,0.5,1.2,1.6,,2025
569,Armel Traoré,22,LAL,SF,9,0,7.4,0.7,2.1,.316,0.0,0.8,.000,0.7,1.3,.500,.316,0.2,0.8,.286,0.2,1.4,1.7,0.1,0.4,0.2,0.3,0.7,1.6,,2025
570,Jordan Walsh,20,BOS,PF,37,1,7.6,0.5,1.5,.357,0.3,1.1,.282,0.2,0.5,.529,.455,0.2,0.3,.583,0.4,0.7,1.1,0.3,0.2,0.2,0.2,0.5,1.6,,2025
571,Alex Len,31,2TM,C,37,3,7.6,0.6,1.2,.522,0.0,0.2,.167,0.6,1.1,.575,.533,0.2,0.4,.538,0.7,1.2,1.9,0.9,0.2,0.5,0.3,1.0,1.5,,2025
572,Alex Len,31,SAC,C,36,3,7.2,0.6,1.1,.537,0.0,0.2,.167,0.6,1.0,.600,.549,0.2,0.4,.538,0.7,1.1,1.8,0.8,0.2,0.5,0.3,1.0,1.4,,2025
573,Alex Len,31,LAL,C,1,0,22.0,2.0,5.0,.400,0.0,0.0,,2.0,5.0,.400,.400,0.0,0.0,,2.0,5.0,7.0,2.0,0.0,1.0,0.0,3.0,4.0,,2025
574,Pacome Dadiet,19,NYK,SG,13,0,6.4,0.5,1.5,.300,0.4,1.1,.357,0.1,0.5,.167,.425,0.2,0.2,1.000,0.0,1.0,1.0,0.4,0.1,0.2,0.1,0.4,1.5,,2025
575,Alex Ducas,24,OKC,SG,15,0,4.7,0.5,1.5,.364,0.5,1.1,.438,0.1,0.4,.167,.523,0.0,0.0,,0.3,0.7,1.0,0.1,0.1,0.0,0.1,0.3,1.5,,2025
576,David Duke Jr.,25,SAS,SG,2,0,6.0,0.5,2.5,.200,0.0,0.5,.000,0.5,2.0,.250,.200,0.5,1.0,.500,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,1.5,,2025
577,Jazian Gortman,21,DAL,PG,16,0,3.6,0.6,1.4,.391,0.3,0.7,.364,0.3,0.8,.417,.478,0.1,0.3,.500,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5,,2025
578,Ariel Hukporti,22,NYK,C,22,0,7.5,0.6,1.0,.609,0.0,0.0,,0.6,1.0,.609,.609,0.3,0.5,.545,0.5,1.5,1.9,0.4,0.0,0.5,0.7,1.0,1.5,,2025
579,Quincy Olivari,23,LAL,PG,2,0,5.0,0.5,2.5,.200,0.5,2.5,.200,0.0,0.0,,.300,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.5,,2025
580,Dwight Powell,33,DAL,C,33,0,7.6,0.4,0.5,.778,0.0,0.0,1.000,0.4,0.5,.765,.806,0.6,0.9,.667,0.7,1.1,1.8,0.7,0.4,0.5,0.2,1.2,1.5,,2025
581,Colin Castleton,24,MEM,C,10,0,4.6,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,1.0,1.1,.909,0.3,0.6,0.9,0.0,0.1,0.1,0.1,0.6,1.4,,2025
582,Adam Flagler,25,OKC,SG,22,0,4.2,0.5,2.5,.218,0.3,2.0,.159,0.2,0.5,.455,.282,0.0,0.0,,0.1,0.2,0.4,0.0,0.2,0.1,0.0,0.4,1.4,,2025
583,Bronny James,20,LAL,SG,17,0,4.2,0.4,1.6,.250,0.2,0.8,.231,0.2,0.9,.267,.304,0.4,0.5,.667,0.1,0.4,0.4,0.5,0.2,0.1,0.3,0.4,1.4,,2025
584,Matt Ryan,27,NYK,SF,18,0,3.5,0.5,1.6,.321,0.3,0.9,.294,0.2,0.6,.364,.411,0.1,0.1,1.000,0.0,0.4,0.4,0.1,0.1,0.0,0.2,0.1,1.4,,2025
585,Sidy Cissoko,20,SAS,SF,17,0,3.2,0.5,1.1,.500,0.2,0.4,.429,0.4,0.6,.545,.583,0.1,0.4,.167,0.2,0.4,0.6,0.4,0.1,0.0,0.1,0.4,1.3,,2025
586,Jack McVeigh,28,HOU,PF,6,0,3.5,0.5,1.8,.273,0.3,1.3,.250,0.2,0.5,.333,.364,0.0,0.0,,0.2,0.5,0.7,0.2,0.0,0.2,0.2,0.2,1.3,,2025
587,JD Davison,22,BOS,PG,5,0,4.8,0.4,1.0,.400,0.2,0.6,.333,0.2,0.4,.500,.500,0.2,0.4,.500,0.0,0.4,0.4,0.2,0.2,0.0,1.2,0.2,1.2,,2025
588,Yuki Kawamura,23,MEM,PG,20,0,3.2,0.4,1.1,.364,0.2,0.8,.250,0.2,0.3,.667,.455,0.2,0.3,.667,0.0,0.4,0.4,0.7,0.1,0.0,0.2,0.4,1.2,,2025
589,Chris Livingston,21,MIL,SF,12,1,4.8,0.4,1.1,.385,0.0,0.3,.000,0.4,0.8,.556,.385,0.3,0.5,.667,0.5,1.1,1.6,0.1,0.3,0.0,0.4,0.3,1.2,,2025
590,PJ Hall,22,DEN,C,14,0,3.0,0.4,0.9,.500,0.0,0.3,.000,0.4,0.6,.750,.500,0.2,0.3,.750,0.2,0.8,1.0,0.2,0.0,0.1,0.1,0.4,1.1,,2025
591,Colby Jones,22,SAC,SG,24,0,5.4,0.5,1.1,.423,0.2,0.4,.400,0.3,0.7,.438,.500,0.0,0.0,,0.3,0.6,1.0,0.3,0.3,0.3,0.3,0.5,1.1,,2025
592,Trey Alexander,21,DEN,SG,18,0,4.4,0.4,1.3,.292,0.1,0.6,.200,0.3,0.8,.357,.333,0.1,0.1,1.000,0.0,0.5,0.5,0.4,0.1,0.1,0.2,0.4,1.0,,2025
593,Jared Rhoden,25,CHO,SG,4,0,3.0,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.3,1.0,,2025
594,Luke Travers,23,CLE,SG,8,0,6.4,0.4,1.1,.333,0.0,0.5,.000,0.4,0.6,.600,.333,0.3,0.3,1.000,0.5,0.8,1.3,0.6,0.1,0.1,0.6,0.5,1.0,,2025
595,Emoni Bates,21,CLE,SF,7,0,3.9,0.3,2.0,.143,0.3,1.6,.182,0.0,0.4,.000,.214,0.0,0.0,,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.3,0.9,,2025
596,Joe Ingles,37,MIN,SF,16,0,6.4,0.4,1.2,.316,0.2,0.8,.250,0.2,0.4,.429,.395,0.0,0.0,,0.1,0.6,0.7,1.3,0.1,0.0,0.4,0.6,0.9,,2025
597,Xavier Tillman Sr.,26,BOS,C,27,1,7.3,0.4,1.5,.244,0.1,0.9,.174,0.2,0.7,.333,.293,0.0,0.1,.500,0.3,1.0,1.3,0.3,0.3,0.2,0.3,0.6,0.9,,2025
598,Maxwell Lewis,22,2TM,SF,9,0,3.4,0.3,0.8,.429,0.1,0.1,1.000,0.2,0.7,.333,.500,0.0,0.0,,0.2,0.0,0.2,0.2,0.1,0.0,0.2,0.1,0.8,,2025
599,Maxwell Lewis,22,LAL,SF,7,0,4.1,0.3,0.9,.333,0.0,0.0,,0.3,0.9,.333,.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.6,,2025
600,Maxwell Lewis,22,BRK,SF,2,0,1.0,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,,2025
601,Jaylen Martin,21,2TM,SF,4,0,1.8,0.3,1.0,.250,0.3,0.3,1.000,0.0,0.8,.000,.375,0.0,0.0,,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.3,0.8,,2025
602,Jaylen Martin,21,BRK,SF,3,0,1.7,0.3,0.7,.500,0.3,0.3,1.000,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,,2025
603,Jaylen Martin,21,WAS,SF,1,0,2.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025
604,Jalen Bridges,23,PHO,SF,5,0,5.0,0.2,0.8,.250,0.2,0.8,.250,0.0,0.0,,.375,0.2,0.4,.500,0.0,0.6,0.6,0.0,0.0,0.0,0.8,0.0,0.8,,2025
605,D.J. Carton,24,TOR,SG,4,0,8.3,0.3,1.8,.143,0.0,0.8,.000,0.3,1.0,.250,.143,0.3,0.3,1.000,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8,,2025
606,Josh Christopher,23,MIA,SG,8,0,3.5,0.3,0.9,.286,0.0,0.1,.000,0.3,0.8,.333,.286,0.3,0.5,.500,0.0,0.4,0.4,0.5,0.0,0.1,0.5,0.1,0.8,,2025
607,Isaiah Crawford,23,SAC,SF,4,0,3.5,0.3,0.8,.333,0.0,0.3,.000,0.3,0.5,.500,.333,0.3,0.5,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.8,,2025
608,RayJ Dennis,23,IND,PG,6,0,1.8,0.2,0.5,.333,0.2,0.5,.333,0.0,0.0,,.500,0.3,0.3,1.000,0.2,0.3,0.5,0.2,0.3,0.0,0.3,0.2,0.8,,2025
609,PJ Dozier,28,MIN,SG,9,0,3.9,0.2,0.3,.667,0.2,0.3,.667,0.0,0.0,,1.000,0.1,0.7,.167,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,0.8,,2025
610,James Johnson,37,IND,PF,10,0,3.2,0.4,0.9,.444,0.0,0.3,.000,0.4,0.6,.667,.444,0.0,0.1,.000,0.0,0.5,0.5,0.4,0.0,0.2,0.4,0.4,0.8,,2025
611,Baylor Scheierman,24,BOS,SG,12,0,6.2,0.3,1.6,.158,0.1,1.2,.071,0.2,0.4,.400,.184,0.2,0.2,1.000,0.2,1.3,1.5,0.6,0.3,0.0,0.1,0.5,0.8,,2025
612,Ulrich Chomche,19,TOR,PF,7,0,4.6,0.3,0.7,.400,0.0,0.0,,0.3,0.7,.400,.400,0.1,0.3,.500,0.6,0.6,1.1,0.3,0.0,0.1,0.3,0.7,0.7,,2025
613,Liam Robbins,25,MIL,C,13,0,4.4,0.2,0.6,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.4,0.8,.500,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.7,,2025
614,Cui Yongxi,21,BRK,SG,5,0,2.0,0.2,1.4,.143,0.0,0.6,.000,0.2,0.8,.250,.143,0.2,0.4,.500,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,,2025
615,Garrett Temple,38,TOR,SG,17,0,3.9,0.2,0.9,.200,0.1,0.4,.143,0.1,0.5,.250,.233,0.2,0.2,1.000,0.1,0.5,0.6,0.6,0.4,0.1,0.2,0.4,0.6,,2025
616,Stanley Umude,25,MIL,SG,19,0,3.2,0.2,1.1,.200,0.1,0.6,.182,0.1,0.5,.222,.250,0.1,0.2,.500,0.2,0.5,0.7,0.1,0.2,0.1,0.1,0.3,0.6,,2025
617,Spencer Jones,23,DEN,SF,10,0,2.7,0.2,0.8,.250,0.1,0.6,.167,0.1,0.2,.500,.313,0.0,0.0,,0.1,0.3,0.4,0.0,0.3,0.0,0.2,0.4,0.5,,2025
618,Tristen Newton,23,2TM,SG,8,0,2.0,0.1,1.0,.125,0.0,0.4,.000,0.1,0.6,.200,.125,0.1,0.1,1.000,0.3,0.3,0.5,0.3,0.1,0.0,0.3,0.5,0.4,,2025
619,Tristen Newton,23,IND,SG,5,0,1.6,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.2,0.2,1.000,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.6,,2025
620,Tristen Newton,23,MIN,SG,3,0,2.7,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.7,0.7,1.3,0.3,0.3,0.0,0.3,0.7,0.0,,2025
621,Jacob Toppin,24,NYK,SF,16,0,3.1,0.2,0.6,.300,0.0,0.1,.000,0.2,0.5,.375,.300,0.0,0.0,,0.1,0.6,0.7,0.3,0.1,0.0,0.1,0.2,0.4,,2025
622,Malevy Leons,25,OKC,SF,6,0,3.5,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.3,0.7,.500,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3,,2025
623,Daishen Nix,22,MIN,PG,3,0,4.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.7,.500,0.0,1.3,1.3,1.0,0.0,0.0,1.3,0.3,0.3,,2025
624,Bismack Biyombo,32,SAS,C,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025
625,Harrison Ingram,22,SAS,SF,2,0,5.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,,2025
626,Daniss Jenkins,23,DET,PG,4,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,,2025
627,Bobi Klintman,21,DET,SF,3,0,2.7,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.7,0.0,,2025
628,Mac McClung,26,ORL,SG,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,2025
629,Justin Minaya,25,POR,SF,6,0,3.0,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.3,0.2,0.5,0.3,0.2,0.0,0.0,0.5,0.0,,2025
630,Riley Minix,24,SAS,SF,1,0,7.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025
631,Jahlil Okafor,29,IND,C,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,2025
632,Chuma Okeke,26,PHI,PF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025
633,Zyon Pullin,23,MEM,SG,3,0,1.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025
634,Cole Swider,25,DET,SF,2,0,6.5,0.0,2.5,.000,0.0,2.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,,2025
